eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred
100,55.705706,0.050000,0.050000,0.020000,0.007693,0.020899,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,121.320609
101,55.705706,0.050000,0.175811,0.020000,0.002000,0.043437,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
102,57.064407,0.050000,0.250000,0.020000,0.002000,0.080000,0.200000,0.643265,0.700000,0.700000,4.000000,20.000000,200.000000,200.000000
103,55.738038,0.037429,0.050000,0.020000,0.002000,0.063852,0.496441,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,177.361909
104,55.705706,0.050000,0.050894,0.020000,0.002000,0.021202,0.800000,0.657719,0.700000,0.700000,15.000000,18.507290,200.000000,200.000000
105,56.254354,0.050000,0.092431,0.020000,0.002000,0.080000,0.800000,0.799361,0.700000,0.932339,15.000000,20.000000,200.000000,200.000000
106,58.652685,0.043437,0.057405,0.020000,0.016820,0.010000,0.800000,0.698786,0.869538,0.700000,15.000000,14.489923,200.000000,40.000000
107,56.177477,0.050000,0.050000,0.020000,0.002000,0.043724,0.712661,0.600000,0.700000,0.821183,15.000000,20.000000,200.000000,46.389238
108,56.254354,0.005000,0.111561,0.020000,0.014341,0.044536,0.800000,0.600000,0.700000,0.950000,15.000000,20.000000,200.000000,200.000000
109,55.705706,0.005000,0.234142,0.023550,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,200.000000,200.000000
110,55.705706,0.050000,0.165798,0.020000,0.002000,0.080000,0.800000,0.923962,0.700000,0.700000,15.000000,20.000000,205.777482,200.000000
111,55.705706,0.050000,0.195154,0.020000,0.016802,0.080000,0.800000,0.761455,0.700000,0.700000,15.000000,20.000000,200.000000,176.548475
112,59.603972,0.031207,0.050000,0.020000,0.002000,0.053827,0.443719,0.600000,0.819794,0.700000,15.000000,20.000000,200.000000,200.000000
113,55.705706,0.050000,0.105948,0.020000,0.020000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,10.070653,200.000000,200.000000
114,56.254354,0.012482,0.050000,0.020000,0.002000,0.025590,0.800000,1.000000,0.700000,0.950000,15.000000,20.000000,200.000000,200.000000
115,57.064407,0.050000,0.050000,0.020000,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,6.000000,600.000000,195.941304
116,56.254354,0.005000,0.050000,0.020000,0.013738,0.080000,0.800000,0.600000,0.700000,0.950000,11.295002,6.000000,200.000000,200.000000
117,55.705706,0.005000,0.250000,0.020000,0.002000,0.059263,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,200.000000
118,58.652685,0.007533,0.050000,0.100000,0.002000,0.010000,0.800000,0.845279,0.881183,0.700000,15.000000,14.620319,378.156585,200.000000
119,55.705706,0.050000,0.050000,0.020000,0.002000,0.010000,0.800000,0.789560,0.700000,0.700000,15.000000,8.817864,200.000000,200.000000
120,55.705706,0.008572,0.050000,0.020000,0.002000,0.057901,0.800000,0.600000,0.700000,0.700000,11.988374,20.000000,538.700374,200.000000
121,55.705706,0.050000,0.206022,0.020000,0.002000,0.035976,0.800000,0.839338,0.795042,0.700000,15.000000,20.000000,260.721437,200.000000
122,55.705706,0.050000,0.182147,0.097733,0.003904,0.074299,0.800000,0.708987,0.700000,0.700000,12.454477,18.110849,600.000000,200.000000
123,55.705706,0.050000,0.193763,0.083308,0.002000,0.037382,0.800000,0.624893,0.764550,0.700000,11.038407,20.000000,200.000000,200.000000
124,55.705706,0.050000,0.090571,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,16.748489,466.039459,200.000000
125,57.064407,0.050000,0.050000,0.100000,0.002000,0.010924,0.200000,0.790485,0.700000,0.700000,15.000000,20.000000,535.048121,200.000000
126,55.705706,0.040173,0.194996,0.020000,0.020000,0.080000,0.800000,1.000000,0.700000,0.700000,12.901902,10.619071,200.000000,200.000000
127,55.705706,0.050000,0.103149,0.020000,0.002000,0.079911,0.800000,0.854909,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
128,58.652685,0.005000,0.050000,0.100000,0.004597,0.010000,0.800000,1.000000,0.813685,0.772007,15.000000,6.000000,600.000000,200.000000
129,58.652685,0.034582,0.125538,0.100000,0.002000,0.010000,0.800000,0.927169,0.832998,0.728065,12.339741,6.000000,430.761162,200.000000
130,55.705706,0.050000,0.050000,0.020000,0.003822,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
131,55.705706,0.050000,0.250000,0.020000,0.012022,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,8.519639,200.000000,200.000000
132,55.705706,0.033335,0.060507,0.020000,0.002000,0.080000,0.800000,0.688612,0.700000,0.700000,15.000000,12.382549,200.000000,200.000000
133,58.652685,0.050000,0.050000,0.020000,0.015598,0.080000,0.800000,1.000000,0.846467,0.700000,15.000000,17.600944,200.000000,200.000000
134,55.705706,0.005000,0.079633,0.039871,0.020000,0.023847,0.800000,0.600000,0.700000,0.700000,4.000000,16.767925,252.221740,200.000000
135,55.705706,0.050000,0.086681,0.046350,0.011368,0.010000,0.800000,1.000000,0.700000,0.700000,12.232700,6.000000,600.000000,200.000000
136,55.705706,0.050000,0.050000,0.044054,0.002000,0.010000,0.800000,0.600000,0.700000,0.783261,15.000000,6.943906,240.844985,200.000000
137,55.705706,0.050000,0.250000,0.020000,0.005082,0.010000,0.800000,0.600000,0.700000,0.700000,4.225842,20.000000,200.000000,200.000000
138,58.652685,0.050000,0.072056,0.020000,0.002000,0.010000,0.800000,0.600000,0.815611,0.700000,15.000000,20.000000,600.000000,200.000000
139,55.705706,0.012805,0.050000,0.020000,0.002000,0.080000,0.800000,0.851787,0.700000,0.700000,15.000000,12.156826,200.000000,200.000000
140,55.705706,0.050000,0.167412,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,200.000000
141,55.705706,0.050000,0.068457,0.052210,0.010739,0.053753,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
142,55.705706,0.050000,0.250000,0.020000,0.018953,0.010000,0.800000,0.600000,0.700000,0.700000,4.000000,9.356255,200.000000,158.466058
143,55.705706,0.032015,0.250000,0.020000,0.020000,0.010000,0.800000,0.817832,0.700000,0.700000,4.995004,9.447359,200.000000,200.000000
144,55.705706,0.044152,0.226967,0.020000,0.020000,0.080000,0.800000,0.715775,0.700000,0.700000,15.000000,6.000000,441.972287,200.000000
145,55.705706,0.050000,0.250000,0.020000,0.002000,0.019788,0.800000,0.600000,0.700000,0.700000,11.282445,6.000000,575.165135,174.840158
146,55.705706,0.050000,0.050000,0.052766,0.020000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,11.234067,402.756593,200.000000
147,55.705706,0.050000,0.109750,0.020000,0.002000,0.080000,0.800000,0.838949,0.700000,0.700000,15.000000,20.000000,409.393030,200.000000
148,56.254354,0.050000,0.250000,0.031608,0.020000,0.080000,0.800000,0.600000,0.700000,0.831232,15.000000,6.701748,200.000000,200.000000
149,55.705706,0.050000,0.050000,0.020000,0.007786,0.080000,0.800000,0.998401,0.700000,0.700000,15.000000,16.435205,200.000000,200.000000
150,55.705706,0.019261,0.201601,0.056096,0.002000,0.080000,0.800000,0.802353,0.700000,0.700000,15.000000,20.000000,466.435639,200.000000
151,55.705706,0.050000,0.050000,0.020000,0.020000,0.030137,0.800000,0.774477,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
152,56.254354,0.038637,0.050000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.855135,4.000000,18.748209,200.000000,200.000000
153,55.705706,0.050000,0.050000,0.020000,0.002000,0.051413,0.800000,0.600000,0.700000,0.700000,15.000000,12.106611,200.000000,200.000000
154,55.705706,0.050000,0.225581,0.020000,0.018095,0.010000,0.800000,0.710960,0.700000,0.701747,4.000000,6.000000,200.000000,200.000000
155,55.705706,0.050000,0.250000,0.020000,0.002000,0.080000,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,200.000000,200.000000
156,55.705706,0.024590,0.050000,0.020000,0.002000,0.016555,0.800000,0.626215,0.700000,0.700000,4.000000,17.842188,200.000000,200.000000
157,55.705706,0.050000,0.050000,0.020000,0.009349,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
158,55.705706,0.050000,0.050000,0.020000,0.002000,0.075870,0.800000,0.604595,0.700000,0.700000,15.000000,13.561617,200.000000,200.000000
159,55.705706,0.050000,0.250000,0.020000,0.002000,0.024637,0.800000,0.704094,0.700000,0.700000,4.000000,9.058716,200.000000,40.000000
160,55.705706,0.050000,0.242258,0.020000,0.002000,0.010000,0.800000,0.741265,0.700000,0.700000,6.796643,20.000000,200.000000,200.000000
161,55.705706,0.044582,0.193861,0.020000,0.002000,0.080000,0.800000,0.906080,0.700000,0.700000,12.379845,20.000000,200.000000,200.000000
162,55.705706,0.050000,0.203159,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,10.872252,600.000000,200.000000
163,55.705706,0.050000,0.186664,0.020000,0.002760,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,13.622672,326.356559,200.000000
164,55.705706,0.039593,0.250000,0.020000,0.018059,0.010102,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
165,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,0.670119,0.700000,0.700000,14.144612,20.000000,200.000000,200.000000
166,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,0.600000,0.700000,0.700000,4.000000,20.000000,247.921554,200.000000
167,55.705706,0.044217,0.050000,0.084954,0.014671,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
168,55.705706,0.050000,0.151373,0.020000,0.008822,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,16.828092,600.000000,200.000000
169,55.705706,0.050000,0.250000,0.020000,0.009975,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
170,57.096106,0.050000,0.250000,0.056596,0.002000,0.078509,0.221930,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
171,57.064407,0.050000,0.050000,0.020000,0.002000,0.010000,0.200000,0.857995,0.700000,0.700000,4.000000,20.000000,200.000000,200.000000
172,55.705706,0.015561,0.050000,0.020000,0.006878,0.063077,0.800000,0.772649,0.700000,0.700000,15.000000,12.629216,330.938930,200.000000
173,55.705706,0.050000,0.221039,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
174,55.705706,0.034733,0.250000,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
175,55.705706,0.005000,0.070700,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,13.371277,200.000000,200.000000
176,58.652685,0.050000,0.116599,0.020000,0.007599,0.010000,0.800000,0.600000,0.856498,0.700000,15.000000,8.117296,200.000000,200.000000
177,55.705706,0.013609,0.250000,0.020000,0.002000,0.010000,0.800000,0.609774,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
178,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
179,55.705706,0.048834,0.250000,0.020000,0.002000,0.080000,0.800000,0.658614,0.700000,0.700000,15.000000,20.000000,272.344470,200.000000
180,55.705706,0.005000,0.050000,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,10.794368,18.686758,567.446301,200.000000
181,55.705706,0.005061,0.250000,0.020000,0.003491,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,11.070493,200.000000,118.543133
182,55.705706,0.050000,0.050000,0.020000,0.018067,0.074100,0.800000,0.600000,0.700000,0.700000,15.000000,17.485502,220.090249,200.000000
183,59.603972,0.050000,0.211608,0.100000,0.002000,0.033710,0.483284,0.662344,0.950000,0.700000,15.000000,6.000000,600.000000,200.000000
184,59.836969,0.050000,0.050000,0.020000,0.002000,0.010000,0.200000,0.655867,0.871588,0.700000,15.000000,20.000000,600.000000,200.000000
185,55.705706,0.050000,0.050000,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,11.449521,6.000000,319.203552,200.000000
186,55.705706,0.018973,0.066440,0.020000,0.002000,0.010539,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
187,57.064407,0.050000,0.250000,0.020000,0.020000,0.080000,0.200000,1.000000,0.700000,0.700000,15.000000,10.877223,600.000000,200.000000
188,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,0.626908,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
189,55.705706,0.050000,0.231694,0.020000,0.002000,0.080000,0.800000,0.978951,0.700000,0.700000,15.000000,19.569992,435.061738,200.000000
190,55.705706,0.047866,0.050000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,200.000000
191,55.705706,0.048901,0.050000,0.020000,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
192,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
193,55.705706,0.050000,0.050000,0.020000,0.002000,0.062889,0.800000,1.000000,0.700000,0.700000,15.000000,18.285960,200.000000,200.000000
194,55.705706,0.039003,0.166730,0.020000,0.002000,0.018641,0.800000,0.942965,0.700000,0.700000,12.504616,20.000000,200.000000,200.000000
195,55.705706,0.050000,0.227335,0.020000,0.002000,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
196,55.705706,0.050000,0.126825,0.020000,0.012514,0.080000,0.800000,0.898407,0.700000,0.700000,15.000000,6.000000,523.410893,200.000000
197,55.705706,0.005000,0.050000,0.020000,0.018584,0.061623,0.800000,0.817618,0.700000,0.700000,6.054890,8.477071,600.000000,200.000000
198,55.705706,0.050000,0.050000,0.020000,0.002000,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
199,55.705706,0.050000,0.083622,0.020000,0.002000,0.010000,0.800000,1.000000,0.761442,0.700000,15.000000,8.151298,200.000000,200.000000
200,55.705706,0.032540,0.050000,0.052347,0.007947,0.080000,0.800000,0.731428,0.700000,0.700000,15.000000,16.669092,600.000000,200.000000
